21,799,0,0,0,0,1
36,1479,1,1,11,10,0
53,1529,10,2,11,132,0
92,3070,1,1,10,7,0
111,3136,11,2,10,152,0
151,4799,1,1,9,9,0
169,4865,10,2,9,156,0
182,5291,0,0,0,0,1
200,6215,1,1,0,6,0
216,6265,9,2,0,128,0
255,7755,0,0,0,0,1
258,7913,1,1,8,6,0
275,7995,9,2,8,156,0
297,8813,0,0,0,0,1
302,8945,1,1,11,70,0
325,10031,1,1,3,8,0
336,10113,5,2,3,106,0
356,10914,1,1,0,9,0
364,10980,3,2,0,75,0
396,12354,0,0,0,0,1
399,12488,1,1,0,51,0
400,12575,1,1,0,9,0
404,12757,1,1,0,5,0
426,13952,1,1,0,10,0
430,14048,0,0,0,0,1
432,14131,1,1,0,10,0
436,14224,1,1,0,62,0
440,14420,1,1,0,7,0
449,14910,1,1,0,8,0
465,14976,9,2,0,135,0
479,15432,0,0,0,0,1
493,16017,0,0,0,0,1
499,16747,0,0,0,0,1
500,16959,1,1,0,10,0
517,17025,9,2,0,160,0
524,17337,1,1,0,10,0
540,18141,1,1,0,10,0
545,18427,1,1,0,7,0
555,18868,1,1,0,7,0
566,19607,0,0,0,0,1
568,19684,1,1,0,10,0
573,19817,1,1,0,54,0
576,19899,2,1,0,22,0
588,20156,4,1,0,86,0
600,20661,1,1,0,4,0
605,20727,2,2,0,46,0
626,21787,1,1,0,7,0
629,21828,0,0,0,0,1
633,21947,1,1,0,32,0
641,22109,4,1,0,61,0
678,24013,3,1,0,40,0
690,24584,2,1,0,80,0
696,24611,1,2,0,90,0
705,24677,1,3,0,120,0
727,25430,1,1,0,5,0
730,25507,1,1,0,9,0
737,25756,1,1,0,10,0
741,25796,1,2,0,42,0
762,26740,0,0,0,0,1
770,27047,1,1,0,66,0
786,27087,8,2,0,156,0
800,27583,1,1,0,7,0
803,27680,1,1,0,7,0
805,27738,1,1,0,9,0
809,27770,1,2,0,25,0
817,27925,3,1,0,31,0
819,28091,1,1,0,0,0
823,28166,2,1,0,25,0
848,29142,1,1,0,9,0
855,29207,2,2,0,83,0
861,29638,1,1,0,4,0
872,30056,2,1,0,43,0
874,30108,1,1,0,9,0
878,30281,1,1,0,10,0
881,30302,1,2,0,17,0
883,30383,1,1,0,0,0
889,30559,2,1,0,11,0
890,30607,1,1,0,0,0
899,30889,3,1,0,47,0
900,30980,1,1,0,5,0
927,31768,0,0,0,0,1
939,32299,1,1,0,9,0
948,32734,1,1,0,0,0
952,32841,2,1,0,23,0
955,32930,1,1,0,7,0
962,33112,2,1,0,29,0
964,33183,1,1,0,8,0
966,33232,1,1,0,7,0
973,33432,2,1,0,19,0
977,33562,1,1,0,0,0
980,33610,2,1,0,17,0
986,33664,1,2,0,91,0
994,33947,2,1,0,44,0
998,34001,2,2,0,90,0
999,34170,1,1,0,6,0
