4,214,1,1,21,0,0
9,381,2,1,19,0,0
14,551,3,1,17,0,0
22,827,4,1,14,0,0
28,1023,0,0,0,0,1
32,1157,5,1,13,0,0
40,1374,6,1,10,0,0
47,1553,7,1,8,0,0
59,2009,8,1,6,0,0
81,2353,10,1,4,184,0
86,2540,1,1,20,0,0
93,2801,2,1,17,0,0
97,2887,0,0,0,0,1
104,3091,3,1,15,64,0
108,3305,1,1,16,0,0
112,3452,2,1,19,0,0
119,3763,3,1,18,0,0
135,4582,4,1,15,0,0
138,4625,5,1,11,0,0
144,4752,6,1,7,0,0
151,4944,7,1,3,0,0
158,5070,8,1,3,0,0
161,5107,0,0,0,0,1
182,5422,9,1,2,176,0
187,5618,1,1,15,0,0
192,5792,2,1,14,0,0
199,6087,3,1,9,0,0
199,6175,0,0,0,0,1
206,6361,4,1,8,75,0
210,6580,1,1,20,0,0
215,6761,2,1,18,0,0
220,6944,3,1,18,0,0
231,7467,0,0,0,0,1
235,7556,4,1,12,0,0
242,7769,5,1,8,0,0
250,8007,6,1,6,0,0
257,8234,7,1,6,0,0
266,8463,8,1,0,0,0
275,8714,9,1,1,0,0
293,8872,10,1,0,193,0
301,9217,2,1,17,24,0
307,9514,1,1,10,0,0
315,10001,2,1,11,0,0
323,10222,3,1,0,42,0
328,10458,2,1,8,0,0
336,10805,3,1,5,0,0
347,11303,5,1,0,0,0
355,11559,6,1,0,0,0
361,11710,7,1,0,0,0
372,12073,8,1,0,0,0
375,12118,0,0,0,0,1
398,12476,10,1,0,198,0
399,12697,1,1,0,0,0
401,12771,2,1,0,23,0
409,13142,2,1,0,24,0
415,13386,0,0,0,0,1
417,13495,1,1,0,0,0
424,13809,2,1,0,0,0
431,14115,3,1,0,0,0
437,14474,0,0,0,0,1
445,14718,4,1,0,0,0
452,14952,5,1,0,0,0
462,15371,6,1,0,0,0
477,15555,7,1,0,169,0
483,15795,1,1,0,0,0
487,15929,2,1,0,0,0
493,16161,3,1,0,0,0
504,16423,5,1,7,72,0
508,16580,1,1,0,0,0
513,16785,2,1,0,0,0
520,17140,3,1,0,0,0
526,17311,4,1,0,0,0
536,17848,5,1,0,0,0
544,18147,6,1,0,0,0
552,18371,7,1,0,0,0
559,18479,8,1,0,0,0
588,19073,12,1,0,196,0
592,19292,1,1,0,0,0
602,19706,2,1,0,43,0
607,19947,1,1,0,0,0
615,20351,2,1,0,0,0
620,20525,0,0,0,0,1
622,20584,3,1,0,0,0
628,20760,4,1,0,0,0
635,21022,5,1,0,0,0
649,21752,7,1,0,0,0
657,21975,8,1,0,0,0
665,22199,9,1,0,0,0
685,22537,10,1,0,189,0
690,22739,1,1,0,0,0
695,22923,2,1,0,19,0
702,23177,2,1,0,32,0
707,23425,1,1,0,0,0
713,23802,2,1,0,0,0
720,24075,3,1,0,0,0
728,24368,4,1,0,0,0
742,24706,5,1,0,113,0
747,24875,1,1,0,0,0
751,24988,2,1,0,0,0
758,25231,3,1,0,0,0
766,25491,4,1,0,0,0
775,25865,5,1,0,0,0
781,26030,6,1,0,0,0
788,26276,0,0,0,0,1
792,26324,7,1,0,0,0
811,26527,9,1,0,160,0
816,26709,1,1,0,0,0
821,26848,2,1,0,0,0
825,26988,0,0,0,0,1
831,27276,3,1,0,0,0
837,27401,4,1,0,0,0
844,27707,5,1,0,0,0
856,27854,6,1,0,108,0
860,28041,1,1,0,0,0
869,28454,2,1,0,0,0
873,28596,0,0,0,0,1
881,29012,3,1,0,0,0
899,29840,4,1,0,130,0
900,29975,1,1,0,9,0
903,30095,1,1,0,4,0
909,30443,1,1,0,0,0
911,30481,2,1,0,0,0
917,30762,3,1,0,0,0
925,30988,4,1,0,0,0
932,31208,5,1,0,0,0
942,31557,6,1,0,0,0
951,31913,7,1,0,0,0
968,32077,8,1,0,169,0
971,32171,1,1,0,0,0
978,32423,2,1,0,0,0
982,32526,3,1,0,0,0
989,32759,4,1,0,0,0
995,32986,5,1,0,0,0
