7,346,1,1,20,8,0
23,942,0,0,0,0,1
27,1058,2,1,16,44,0
34,1375,0,0,0,0,1
46,1819,0,0,0,0,1
51,1965,1,1,11,93,0
58,2198,0,0,0,0,1
65,2527,1,1,17,0,0
76,2923,0,0,0,0,1
80,3002,0,0,0,0,1
82,3065,2,1,12,0,0
90,3247,3,1,11,103,0
99,3861,0,0,0,0,1
100,4034,1,1,18,5,0
103,4152,1,1,16,47,0
109,4514,0,0,0,0,1
114,4771,1,1,18,24,0
123,5169,0,0,0,0,1
127,5286,1,1,17,38,0
137,5671,0,0,0,0,1
147,6053,0,0,0,0,1
150,6172,1,1,14,4,0
152,6245,1,1,11,0,0
159,6482,2,1,8,20,0
163,6599,0,0,0,0,1
171,6881,1,1,8,98,0
182,7295,0,0,0,0,1
185,7386,1,1,18,42,0
193,7739,0,0,0,0,1
199,8038,0,0,0,0,1
202,8199,1,1,6,54,0
209,8542,1,1,20,10,0
219,9094,0,0,0,0,1
223,9283,1,1,16,9,0
225,9378,1,1,15,7,0
238,9928,0,0,0,0,1
243,10065,1,1,16,90,0
249,10369,0,0,0,0,1
254,10623,1,1,20,32,0
273,12112,0,0,0,0,1
277,12193,0,0,0,0,1
282,12367,1,1,6,59,0
299,13384,0,0,0,0,1
303,13500,2,1,4,60,0
305,13591,1,1,6,0,0
310,13721,2,1,8,28,0
316,14008,1,1,16,0,0
323,14144,3,1,11,53,0
327,14235,0,0,0,0,1
331,14416,1,1,12,20,0
337,14724,1,1,0,0,0
342,14864,0,0,0,0,1
349,15293,0,0,0,0,1
354,15473,0,0,0,0,1
370,16275,0,0,0,0,1
373,16535,2,1,0,0,0
378,16775,0,0,0,0,1
389,17025,3,1,0,152,0
399,17600,1,1,0,0,0
399,17865,0,0,0,0,1
403,18148,2,1,0,64,0
408,18412,1,1,0,9,0
418,18982,0,0,0,0,1
421,19051,0,0,0,0,1
432,19521,0,0,0,0,1
437,19664,1,1,0,57,0
442,19813,0,0,0,0,1
444,19930,1,1,0,0,0
451,20140,2,1,0,65,0
464,20689,0,0,0,0,1
466,20834,1,1,0,0,0
469,20886,0,0,0,0,1
476,21151,2,1,0,69,0
489,21833,0,0,0,0,1
497,22148,1,1,0,40,0
500,22346,1,1,0,7,0
505,22691,1,1,0,7,0
509,22856,0,0,0,0,1
514,23152,1,1,0,7,0
517,23244,1,1,0,41,0
523,23462,0,0,0,0,1
526,23651,1,1,0,0,0
529,23725,2,1,0,19,0
538,24150,0,0,0,0,1
543,24304,1,1,0,67,0
550,24559,0,0,0,0,1
557,24781,0,0,0,0,1
567,25128,1,1,0,68,0
568,25193,1,1,0,0,0
575,25482,0,0,0,0,1
590,26184,2,1,0,74,0
599,26625,0,0,0,0,1
599,26853,0,0,0,0,1
602,27032,1,1,0,54,0
613,27504,0,0,0,0,1
621,27832,0,0,0,0,1
625,27941,1,1,0,70,0
631,28186,0,0,0,0,1
639,28519,1,1,0,42,0
652,29033,2,1,0,28,0
659,29524,0,0,0,0,1
663,29647,0,0,0,0,1
667,29798,1,1,0,45,0
671,30063,1,1,0,0,0
679,30437,0,0,0,0,1
685,30576,2,1,0,51,0
690,30678,0,0,0,0,1
703,31780,2,1,0,74,0
710,32068,0,0,0,0,1
714,32167,0,0,0,0,1
718,32242,2,1,0,42,0
727,32602,0,0,0,0,1
730,32707,1,1,0,32,0
739,33009,0,0,0,0,1
742,33077,1,1,0,32,0
751,33408,0,0,0,0,1
757,33584,0,0,0,0,1
762,33696,1,1,0,51,0
770,34044,1,1,0,0,0
773,34101,2,1,0,8,0
781,34674,2,1,0,31,0
789,34898,0,0,0,0,1
791,34964,1,1,0,7,0
799,35238,1,1,0,52,0
800,35334,1,1,0,5,0
806,35511,2,1,0,13,0
808,35631,1,1,0,0,0
811,35700,2,1,0,16,0
816,35836,1,1,0,8,0
817,35899,1,1,0,0,0
821,36005,2,1,0,0,0
825,36132,0,0,0,0,1
834,36431,0,0,0,0,1
850,37058,3,1,0,45,0
864,37665,3,1,0,35,0
870,37958,0,0,0,0,1
882,38128,4,1,0,105,0
891,38677,1,1,0,0,0
898,38969,0,0,0,0,1
901,39306,2,1,0,13,0
905,39411,0,0,0,0,1
912,39683,0,0,0,0,1
927,40116,3,1,0,129,0
936,40422,0,0,0,0,1
939,40510,1,1,0,29,0
954,41159,0,0,0,0,1
966,41657,0,0,0,0,1
973,41928,1,1,0,4,0
974,41971,1,1,0,0,0
978,42038,2,1,0,24,0
982,42139,1,1,0,7,0
989,42372,1,1,0,9,0
996,42552,2,1,0,12,0
999,42628,1,1,0,7,0
